Fecha,Calidad,HRV_Stability,Artifact_pct,Tiempo_Estabilizacion,HR_stable,RRbar_s,RMSSD_stable,RMSSD_stable_last2,lnRMSSD,cRMSSD,beta_est_90d,beta_use_90d,beta_mode,RR_ref_90d,N90_valid,IQR_RRbar_90d,R2_winsor_90d,ln_corr,Nprev30,P15_cRMSSD_30d,P30_cRMSSD_30d,HR_z14,Color_Tendencia,Color_Agudo_Diario,Color_Tiebreak,Flags,Notes
2025-05-12,FLAG_mecánico,Unstable,1.0909090909090908,,52.20627925525487,1.149287037037037,47.38349236640552,37.64144663363643,3.858273905731508,47.38349236640552,,,none,,0.0,,,0.0,0.0,,,,Indef,Indef,Indef,LAT_NAN|STAB_LAST2_MISMATCH|BETA_NONE,src=Franz_Dunn_2025-05-12_07-55-32_RR.CSV; dur_raw=308.2s; dur_eff=293.2s; t_start_eff=45.0s; lat_mode=none; dur_tramo=248.2s; dur_tail=120.0s; off=0; oor=0; dRR=3; n_base=275; n_clean=272; n_tramo=216; n_tail=108
2025-06-17,OK,OK,0.0,30.0,49.23403664798268,1.2186691176470588,45.19114794291602,42.07326942370892,3.8109012256877577,45.19114794291602,,,none,1.2005466572171035,32.0,0.0894362787206961,,0.0,26.0,34.662224609407794,39.03247479260747,-0.41,Verde,Verde,Verde,BETA_NONE,src=Franz_Dunn_2025-06-17_07-02-52_RR.CSV; dur_raw=392.1s; dur_eff=377.1s; t_start_eff=45.0s; lat_mode=primary; dur_tramo=332.1s; dur_tail=120.0s; off=0; oor=0; dRR=0; n_base=324; n_clean=324; n_tramo=272; n_tail=101
2025-06-18,OK,OK,0.2881844380403458,270.0,53.99656385502741,1.1111818181818185,33.87672730741893,33.87672730741893,3.5227282685248005,33.87672730741893,,,none,1.202294117647059,33.0,0.0819324447020188,,0.0,27.0,34.68326074374311,39.34417601357822,1.88,Rojo,Ámbar,Ámbar,BETA_NONE,src=Franz_Dunn_2025-06-18_08-06-28_RR.CSV; dur_raw=395.9s; dur_eff=380.9s; t_start_eff=270.0s; lat_mode=primary; dur_tramo=110.9s; dur_tail=110.9s; off=1; oor=0; dRR=0; n_base=346; n_clean=346; n_tramo=99; n_tail=99
2025-06-19,OK,OK,0.0,30.0,54.17713567839197,1.107478260869565,23.70193830037179,26.01940495019561,3.1655568296227026,23.70193830037179,,,none,1.2005466572171035,34.0,0.0882507078551235,,0.0,27.0,34.51528377278907,38.47680386590958,1.58,Rojo,Rojo,Rojo,BETA_NONE,src=Franz_Dunn_2025-06-19_09-07-14_RR.CSV; dur_raw=391.2s; dur_eff=376.2s; t_start_eff=45.0s; lat_mode=primary; dur_tramo=331.2s; dur_tail=120.0s; off=0; oor=0; dRR=0; n_base=357; n_clean=357; n_tramo=299; n_tail=107
2025-06-20,INVALID,Unstable,51.942740286298566,,65.15784298364571,0.9208407960199004,205.02423027535065,,5.323128168618881,205.02423027535065,,,none,1.1987991967871483,35.0,0.093501526252548,,0.0,,,,4.62,Indef,Indef,Indef,LAT_NAN|ART_GT10|STAB_TAIL_SHORT|ART_GT20|BETA_NONE,src=Franz_Dunn_2025-06-20_07-33-30_RR.CSV; dur_raw=390.7s; dur_eff=375.7s; t_start_eff=45.0s; lat_mode=none; dur_tramo=330.7s; dur_tail=120.0s; off=0; oor=24; dRR=230; n_base=465; n_clean=235; n_tramo=201; n_tail=55
2025-06-21,OK,OK,0.0,150.0,58.283835147647935,1.0294449541284405,23.38803112705301,24.28246138748054,3.152224401210991,23.38803112705301,,,none,1.1987991967871483,35.0,0.093501526252548,,0.0,27.0,34.11317079022075,37.94200933803485,2.28,Rojo,Rojo,Rojo,BETA_NONE,src=Franz_Dunn_2025-06-21_09-21-54_RR.CSV; dur_raw=390.4s; dur_eff=375.4s; t_start_eff=150.0s; lat_mode=primary; dur_tramo=225.4s; dur_tail=120.0s; off=0; oor=0; dRR=0; n_base=373; n_clean=373; n_tramo=218; n_tail=117
2025-06-22,OK,OK,0.0,60.0,52.67495949901945,1.1390611510791366,38.81833092605189,37.10422899783541,3.658892581609225,38.81833092605189,,,none,1.19577365854395,36.0,0.0967361949720719,,0.0,27.0,33.83141787306828,37.94200933803485,0.36,Verde,Verde,Verde,BETA_NONE,src=Franz_Dunn_2025-06-22_07-12-17_RR.CSV; dur_raw=391.7s; dur_eff=376.7s; t_start_eff=60.0s; lat_mode=primary; dur_tramo=316.7s; dur_tail=120.0s; off=0; oor=0; dRR=0; n_base=347; n_clean=347; n_tramo=278; n_tail=106
2025-06-23,OK,OK,0.0,30.0,54.06480543902792,1.1097792642140467,42.72166826795644,36.94273630587976,3.754706245105669,42.72166826795644,,,none,1.1927481203007515,37.0,0.0970060090914752,,0.0,27.0,33.83141787306828,37.94200933803485,0.68,Verde,Verde,Verde,BETA_NONE,src=Franz_Dunn_2025-06-23_07-08-13_RR.CSV; dur_raw=390.7s; dur_eff=375.7s; t_start_eff=45.0s; lat_mode=primary; dur_tramo=330.7s; dur_tail=120.0s; off=0; oor=0; dRR=0; n_base=353; n_clean=353; n_tramo=299; n_tail=112
2025-06-24,OK,OK,0.0,240.0,51.26719768283852,1.1703389830508475,44.55448983102113,44.35310608967517,3.796712930679772,44.55448983102113,,,none,1.1883180900011223,38.0,0.0951733035871214,,0.0,27.0,33.83141787306828,37.94200933803485,-0.73,Verde,Verde,Verde,BETA_NONE,src=Franz_Dunn_2025-06-24_07-10-17_RR.CSV; dur_raw=393.5s; dur_eff=378.5s; t_start_eff=240.0s; lat_mode=primary; dur_tramo=138.5s; dur_tail=120.0s; off=0; oor=0; dRR=0; n_base=342; n_clean=342; n_tramo=118; n_tail=102
2025-06-25,INVALID,Unstable,66.30727762803234,,60.954961056552655,0.9843333333333334,308.6621437195,,5.732247292694145,308.6621437195,,,none,1.1838880597014927,39.0,0.0933136988474387,,0.0,,,,3.09,Indef,Indef,Indef,LAT_NAN|ART_GT10|STAB_TAIL_SHORT|ART_GT20|BETA_NONE,src=Franz_Dunn_2025-06-25_08-16-04_RR.CSV; dur_raw=393.9s; dur_eff=378.9s; t_start_eff=45.0s; lat_mode=none; dur_tramo=333.9s; dur_tail=120.0s; off=9; oor=28; dRR=209; n_base=334; n_clean=125; n_tramo=117; n_tail=28
2025-06-27,INVALID,Unstable,70.73170731707317,,52.26480836236933,1.148,246.88167890769392,,5.508909189092756,246.88167890769392,,,none,1.1838880597014927,39.0,0.0933136988474387,,0.0,,,,-0.35,Indef,Indef,Indef,LAT_NAN|ART_GT10|STAB_TAIL_SHORT|ART_GT20|BETA_NONE,src=Franz_Dunn_2025-06-27_08-59-41_RR.CSV; dur_raw=392.2s; dur_eff=377.2s; t_start_eff=45.0s; lat_mode=none; dur_tramo=332.2s; dur_tail=120.0s; off=8; oor=45; dRR=150; n_base=234; n_clean=84; n_tramo=72; n_tail=32
2025-06-28,FLAG_mecánico,Unstable,0.2923976608187134,90.0,52.1364615210246,1.1508260869565217,42.194090461121085,34.06060774560548,3.74228017476962,42.194090461121085,,,none,1.1838880597014927,39.0,0.0933136988474387,,0.0,24.0,33.627525418490315,35.56206857692441,-0.46,Verde,Verde,Verde,STAB_LAST2_MISMATCH|BETA_NONE,src=Franz_Dunn_2025-06-28_06-37-55_RR.CSV; dur_raw=396.0s; dur_eff=381.0s; t_start_eff=90.0s; lat_mode=primary; dur_tramo=291.0s; dur_tail=120.0s; off=0; oor=0; dRR=1; n_base=342; n_clean=341; n_tramo=253; n_tail=105
2025-06-29,OK,OK,0.0,,51.25998883264529,1.1705035714285714,44.45222154178574,47.89412217355603,3.7944149391539055,44.45222154178574,,,none,1.1782708454932045,40.0,0.0914540941077566,,0.0,24.0,33.627525418490315,35.56206857692441,-0.99,Verde,Verde,Verde,LAT_NAN|BETA_NONE,src=Franz_Dunn_2025-06-29_06-43-46_RR.CSV; dur_raw=387.8s; dur_eff=372.8s; t_start_eff=45.0s; lat_mode=none; dur_tramo=327.8s; dur_tail=120.0s; off=0; oor=0; dRR=0; n_base=332; n_clean=332; n_tramo=280; n_tail=99
2025-06-30,OK,OK,0.5988023952095808,180.0,52.4531181306881,1.143878612716763,45.923027106285694,44.3384171807614,3.826966671142728,45.923027106285694,,,none,1.1726536312849165,41.0,0.089594489368074,,0.0,24.0,33.627525418490315,35.56206857692441,-0.36,Verde,Verde,Verde,BETA_NONE,src=Franz_Dunn_2025-06-30_05-39-45_RR.CSV; dur_raw=392.7s; dur_eff=377.7s; t_start_eff=180.0s; lat_mode=primary; dur_tramo=197.7s; dur_tail=120.0s; off=0; oor=0; dRR=2; n_base=334; n_clean=332; n_tramo=173; n_tail=106
2025-07-01,OK,OK,0.0,90.0,46.88770535371705,1.279653153153153,54.15513161781612,55.06027977228368,3.9918527356755904,54.15513161781612,,,none,1.1715786013567435,42.0,0.0880617856662389,,0.0,24.0,33.99494904881984,38.22749104784554,-2.8,Verde,Verde,Verde,BETA_NONE,src=Franz_Dunn_2025-07-01_07-47-01_RR.CSV; dur_raw=388.6s; dur_eff=373.6s; t_start_eff=90.0s; lat_mode=primary; dur_tramo=283.6s; dur_tail=120.0s; off=0; oor=0; dRR=0; n_base=306; n_clean=306; n_tramo=222; n_tail=94
